Gene	cluster
RAB3D	4
RAB3GAP1	5
RAB3GAP2	5
RAB3IP	3
RAB40A	4
MCM7	11
RAB40B	19
RNF183	1
ECD	2
RAB5B	2
SLC32A1	8
RAB5C	4
RAB6A	5
RAB6B	14
BBS1	2
SPOP	5
RAB6C	1
ALPL	3
RAB7A	5
RAB9B	2
RABAC1	17
TESK2	2
MEIS1	7
RABEP1	5
DCAF13	9
RABEPK	2
RABGAP1L	10
RABGEF1	10
RABGGTA	9
RABGGTB	6
RABIF	18
RABL6	2
PHF5A	9
PRICKLE2	10
RTTN	25
RAC3	15
RACGAP1	11
RACK1	12
RAD1	9
ULK2	5
RAD23B	5
RAD51	11
RAD51AP1	11
RAD51AP2	1
RAD52	2
RAD54B	4
TBC1D26	8
RADIL	3
RAE1	9
RBFOX3	10
RAF1	19
POPDC3	3
RAI1	14
RAI14	7
RALB	9
TMEM139	1
RALGAPA2	5
RALGAPB	5
PROSER3	4
RALGPS2	10
RALY	2
RALYL	10
CNIH1	2
TWF2	15
LIPT2	9
RAMP2	13
RAMP2-AS1	1
RAN	17
IDH3A	17
RANBP3	2
LRRC7	10
RANBP6	6
RANBP9	5
RANGAP1	14
RAP1GAP	19
RAP1GDS1	10
SMIM7	2
RAP2C-AS1	2
RAPGEF1	5
RAPGEF4	10
RAPGEF6	10
RAPGEFL1	19
RAPH1	22
RARA	4
RARB	19
RASA2	5
VAPA	14
RASA3	2
RASAL1	19
RASD1	17
CDK19	10
RASD2	8
RASGEF1C	25
ADAM20P1	4
RASGRF1	10
RASGRP2	3
ZBTB26	6
ZDHHC8	4
RASGRP3	7
ZFP36	13
RASL10A	19
RASL10B	1
SLC25A26	5
RASSF1	1
NDUFV1	16
RASSF10	9
RASSF2	7
RASSF4	16
RASSF8	25
UBE2L6	9
RAVER1	1
GPM6B	10
RAVER2	5
RBAK	4
CDH9	10
RBBP4	14
RBBP5	2
HNMT	2
RBBP6	18
CAND1	5
RBBP7	2
RBBP9	6
TMEM106B	14
RBFA	4
SLC25A20	9
RBFOX1	10
RBFOX2	10
RBL1	2
RBL2	5
RBM10	2
RBM11	4
KIAA0319	10
TDP1	2
RBM14	2
RBM15B	6
RBM17	18
RBM19	4
RBM24	8
RBM25	14
RBM33	5
RBM34	16
RBM38	9
ZDBF2	5
RBM41	5
RBM42	15
RBM44	18
RBM47	3
RBM48	2
RBM4B	22
RBM5-AS1	1
PLIN2	9
RBM6	10
RBMS1	10
STOX1	3
RBMX	14
RBMX2	9
RBMXL1	4
RPS17	12
ZNF440	4
RBP1	11
SLF1	10
DNAJB4	4
RBP5	1
UBE2Z	14
RBPJ	10
FAM86C2P	1
RBPMS	3
UBR3	10
RBSN	2
RC3H1	5
RC3H2	19
RCAN1	8
RCAN2	10
RCBTB1	6
RCBTB2	3
RCC1	1
RPLP1	12
FAF2	2
RCC1L	4
PPM1K	5
RCCD1	9
RCN1	11
RCOR2	6
RCOR3	5
RDH10	3
RDH11	2
RDH16	1
RDX	7
REEP3	10
REEP5	14
CLASRP	7
RGS10	3
RELB	13
TCF3	4
RELL1	3
RELL2	16
RELN	8
NENF	17
RELT	6
RENBP	1
RERG	10
TRAIP	8
GGT7	19
RET	3
SLC2A3	13
RETSAT	9
REXO1	6
REXO2	9
REXO4	4
RFC2	11
RFC4	11
RFESD	1
RFFL	2
RFLNA	5
RFNG	16
RFPL2	4
RFPL3S	1
RFTN1	19
RFTN2	7
RFX1	2
RFX2	3
RFX3	10
RFX4	3
SUSD1	19
RFX5	6
RFX7	5
DNAH7	20
RFXANK	3
RGMA	3
RGPD3	1
SURF1	9
SPA17	3
RGS12	10
RGS19	6
RGS2	8
ST7	5
RGS20	20
RGS3	3
DKKL1	6
RGS6	10
RGS7	10
RGS7BP	10
RGS9	8
ZNF843	1
RHBDD2	14
RHBDF2	25
RHBDL1	16
RHCE	1
PDE4A	14
RHEB	13
RHEBL1	9
RHNO1	9
NUDCD3	5
RHOA	17
RHOBTB1	19
RHOBTB3	10
SLC6A8	6
RHOC	3
RHOG	7
RHOJ	3
RHOQ	3
RHOU	7
SHPRH	5
KDM4B	19
RHPN1	8
RIBC1	9
CCSER1	10
RIC8A	9
PGAM5	6
RIC8B	5
DBP	6
RIIAD1	18
RILPL1	19
GFRA1	3
EFHD1	7
RILPL2	4
RIMKLA	16
RIMKLB	22
DHX9	14
VPS16	4
RIMS1	10
RIMS4	4
IK	9
RIN1	8
RINL	1
RIOK1	9
RIOK2	9
RIOK3	2
PLEKHA3	2
RIPK1	2
RIPK2	4
RIPK4	1
SMYD3	10
TIMMDC1	2
RIPPLY2	6
RIPPLY3	3
RIT1	9
EIF2AK2	14
RLF	5
RLIM	2
STXBP1	14
SMG9	2
RMDN2	2
RMDN3	2
RMND1	2
RMND5B	2
RMST	10
CACNA1B	10
MAPK12	4
RNASEH2A	11
RNASEH2B	5
KCNT2	10
RNASEH2C	8
IFT74	20
ZNF605	2
RNASEL	9
RND1	6
RND2	3
RNF103	2
RNF113A	9
TAF6L	1
RNF114	2
RNF115	5
RNF121	2
UCHL1	14
RNF122	3
RNF125	3
RNF13	5
SGCD	10
RNF138	2
SHB	3
RNF139	6
RNF144A	10
RNF145	5
RNF149	5
WDR19	5
RNF170	19
RNF182	3
RNF2	2
GTF2IRD2B	4
RNF20	2
RNF207	4
MIPEP	5
RNF208	16
RNF212	4
TERF2	2
UQCRB	12
RNF215	4
HDAC6	4
RNF217	5
RNF220	7
UTP15	6
LONP1	4
RNF25	9
RNF26	6
RNF32	1
RNF38	5
ALPK1	3
RNF44	6
RNF8	2
WDR41	5
RNFT1	9
RNH1	17
RNPC3	14
ROGDI	15
ROM1	18
ROMO1	9
TNIP1	4
ROPN1L	3
IMP3	15
ZNF441	4
MYO16	10
RORA	10
RTKN2	11
ZDHHC14	10
CFLAR	19
RNF126	6
BCR	19
RGS4	19
PHF20	5
SNN	19
EPHX2	3
UBE2G1	5
ICAM5	19
RBM28	2
WDR45	9
HS3ST5	10
KIAA0930	14
DDHD1	10
RPF2	4
ITFG2	2
PQBP1	9
TMEM141	15
SMAD3	19
DTD1	5
ZNF670	4
PASK	8
MYOM2	2
DACH2	8
MPP2	2
MRPL12	9
NDFIP1	14
TYK2	4
PCDH9	10
ZNF490	4
RCAN3	3
ACAD9	2
CITED4	6
CARD14	1
ZNF526	1
ABL2	5
FKBP9	3
PEX13	2
MMP24	5
TVP23A	19
FBXO7	7
LPIN1	5
MIA3	5
DENR	17
QRICH2	4
TSPAN12	3
UBE3A	22
ATL1	14
THOC7	17
CPNE1	16
PIGP	9
SPSB1	3
GLMN	5
TXLNA	6
NEURL4	4
UTP20	2
SPC24	11
DHRS12	4
FAM86B3P	1
SMPDL3A	1
KCNRG	11
NSFL1C	2
CFAP57	3
TTC14	14
ZNF845	1
POT1	2
ZFP69B	4
MRPL52	17
GALNT16	19
CNPY4	9
TMEM158	19
TRPC1	10
UNKL	4
PLGRKT	2
TRIM68	18
PIP5K1B	8
FAM149A	8
TNFSF13B	2
ROBO1	10
SREBF1	3
STXBP6	10
PBX3	10
SH3BP4	7
PPIL1	9
ZBTB43	19
ARHGAP6	10
SAMD13	3
TLCD1	6
SCNN1D	1
IRS2	19
UBE2N	17
TFDP1	2
LINC01114	1
LOXL1-AS1	1
SCAI	10
RYK	5
VPS33B	4
MZF1-AS1	1
TMEM41B	5
SUPT16H	17
PRDM5	3
IFIT5	6
SLC25A41	4
ADAM12	8
BRF2	9
LIFR-AS1	4
SLC16A7	5
PRKY	2
SLC35A4	6
FJX1	15
NPM3	9
AURKC	1
PLPP2	7
POLDIP3	6
ZNF681	4
FBXO21	5
VPS51	2
SUMO2	12
NDUFS2	17
BBS5	2
ZNF329	4
NECAP2	9
SPIN2B	9
ZNF83	8
TMEM53	9
DES	1
TRIB3	1
TADA2A	2
GPR173	19
HOOK1	2
KLF2	13
CLIP3	14
TINF2	18
STK10	4
ACTR1B	16
TNFAIP1	6
ZMYM1	4
TRPS1	10
AFF3	10
PRMT5	6
HSP90AA1	14
KCTD12	3
STC2	1
REPIN1	15
MON1B	4
HNRNPUL2	4
ACTL6B	2
RIF1	5
OARD1	9
PML	1
NSRP1	5
MPC2	17
PHF19	1
NBEAL2	1
TMEM205	12
HLCS	5
RAD51C	17
RBM4	5
SEC11A	17
DESI2	2
HDDC2	9
JARID2	10
AAMDC	2
CCT7	9
B4GALT2	6
RPS27A	12
SUMF1	5
TRAM1	2
EIF3G	9
RGS9BP	1
DNAJC7	17
SPAG1	16
TGFB1I1	3
TRIP6	3
CWF19L2	5
ZNF852	6
STX18	5
PRKAR2A	5
SUOX	9
MRPS17	15
SNU13	17
SPATA2L	13
POLE4	15
PRELP	3
SAFB	2
GZF1	6
PHLPP1	10
CTNNBIP1	2
PLA2G15	4
FMNL3	25
TXN2	9
TRDMT1	3
CFL1	17
VANGL1	3
MLC1	3
EDRF1	2
KTN1	5
ZBTB33	6
ZKSCAN1	5
RGS8	3
TET1	3
TMBIM4	4
CRLS1	2
KDM5B	5
SVIL-AS1	5
RPS2	12
PCDHB2	15
GDI2	17
PDF	1
CCNC	5
MYO1F	25
MSANTD1	3
SEC63	5
HPGD	3
ZNF627	4
MDGA1	3
FEM1C	11
KLHL41	1
COBL	10
SIPA1L3	5
EN1	3
FGFR4	1
ATG2A	6
SPAG6	3
PLCXD2	8
ZNF784	6
SKOR1	1
COL5A2	20
ZNF547	4
CDCA5	11
SLC40A1	3
USP16	2
SRCAP	4
UBAC1	15
TTK	11
MT-ND4	27
SESTD1	10
TSR3	6
NDUFB2	17
PTPN1	5
YPEL2	7
TIE1	13
GORASP1	6
SHPK	4
KDM4A	2
ZNF584	1
WDR3	4
TTLL3	16
ZMIZ2	2
PROCA1	1
BCL9	3
EMID1	3
WWP1	10
STRBP	10
TRIM3	9
OLFM1	19
SLC52A2	1
SIAH3	8
VWA5A	3
WDR5	2
RFT1	4
LONP2	5
AFAP1L2	3
UBE2D3	5
NET1	3
LZIC	9
LDLRAD3	7
GATC	4
NADSYN1	4
IMMP2L	10
ZFP37	4
GRHL1	4
DIS3L2	5
SLF2	5
TMEM14B	2
PLA2G6	4
KMT5C	1
MARVELD3	18
ARL8A	7
HARS2	9
SLC10A4	3
HDLBP	5
INSIG2	2
SCP2	5
TPTE2	4
DDX3X	14
CHKA	10
TTC1	5
ZNF276	4
MID1IP1	7
ZRSR2	2
SLC7A6OS	9
RNF213	25
ASB3	10
CLIP1	5
SLC6A4	3
KIF11	11
C1orf54	3
ARFGAP1	4
TRAF3IP2	1
TIMM44	15
MARCKS	14
FNTA	2
BBC3	6
LINC00960	22
GPR107	2
TIMM17B	9
MRPL46	9
ZNF385D	10
ATAD3A	4
NEGR1	10
STARD13	10
ZNF585A	2
PWWP2B	6
FADS6	1
RABL3	4
ZMIZ1	7
TRAF7	6
NAA25	5
TMLHE	2
PGS1	4
CMTM2	1
SPHK2	4
FSD1	16
REEP2	16
LUC7L3	14
EFNA3	6
ZNF781	4
TRIOBP	4
LIMD1	3
ZNF417	4
LGSN	1
GRM1	10
SPPL2B	16
TAF13	6
PLCD1	3
PPP1R15A	13
FAM131B	6
STRN3	5
CEP85L	10
ATP1B1	14
SLC25A33	3
TCP11L1	2
CHRNB2	6
TTC19	5
UBE2Q2	2
GDF11	6
BBS4	2
SLC20A1	19
SPATS2	5
KLF5	8
RAD9A	5
PLCG2	2
EEF1AKMT1	4
WIPI1	3
TMEM198	6
VPS26B	2
ASRGL1	3
SHMT2	18
ERLIN1	2
RPS15A	12
STK32B	3
ZDHHC12	9
AMDHD2	4
NDUFC1	17
MANSC1	18
DISP3	3
ENDOV	4
TBC1D15	5
SV2B	10
EMC8	9
ALPK3	3
HIF1A	14
GALK1	9
BPGM	9
PLLP	7
FAH	3
MED13L	10
ATF7IP	5
MEF2A	10
WDR7	10
ARMCX4	5
SLC46A1	6
BROX	18
MEX3C	6
POFUT2	1
ATP10A	19
SOD1	17
LRRC1	7
GGACT	1
SIDT2	1
ZEB1-AS1	8
ID3	13
TRNT1	2
PRORSD1P	1
IGHMBP2	4
COX7C	17
ETV3	1
POU4F1	3
PSMB1	17
SPRED1	10
ZNF491	1
TCEA1	17
AK8	3
SEL1L3	10
AKT3	10
YWHAZ	14
TMEM187	9
RHPN2	3
TM2D2	9
CLDN15	1
EMC3	2
CLDN12	2
ZNF530	1
LYAR	9
CSNK1G3	5
EDEM3	5
NPC1	7
RPS6KC1	10
AOAH	25
RAP2A	19
HERPUD1	9
BAIAP2L1	3
KDM6A	5
LINC00562	1
RPS13	12
WDR90	1
LAPTM4B	17
DCLRE1C	22
RNF166	6
ARHGAP5	10
GPR68	1
ECI1	11
POU6F2	10
MYPOP	6
OTUD6B	18
SHF	6
DCAF12	4
TSTD3	7
TENM2	10
TOB2	4
NPR2	1
FGF17	4
CGGBP1	22
EIF3A	14
HNRNPLL	5
PITRM1	2
ZNF232	9
NANOS1	6
RUVBL2	9
RUFY1	19
SELPLG	3
TCTA	9
STS	5
GTF2B	17
GJB7	1
FUT3	1
SCN1B	16
CALM3	14
ABCA10	5
ANKRD6	10
PLEKHA5	10
ZNF22	9
HNRNPU	14
SLC35A3	2
MMD	19
RHBDL3	20
TOM1L2	5
HSF2BP	9
SESN2	18
PLXNA1	4
KAZALD1	1
RTN1	10
PCGF5	5
SCFD1	5
LSM7	17
SPOCK2	14
UNC5CL	1
COX14	15
MDN1	5
SPAG17	20
C1QTNF2	3
CAMLG	17
CYB5B	19
LMO7	5
THUMPD3	9
DBF4	11
HS6ST3	10
TSEN15	2
ZBTB34	6
RNF41	4
PRRX2	3
AMIGO2	3
SEC23A	14
A4GALT	3
GPBP1L1	5
AVIL	2
SCG3	14
ARHGAP32	10
TDRD7	2
DUSP5	13
RBM45	2
CISD1	17
ZNF862	16
ZFAND4	2
STON1	3
SLC41A1	9
MLST8	6
SOCS5	12
DNAJC27-AS1	2
ATG5	5
CARNMT1	8
DHRS7	9
ZNF564	4
RPP25L	9
SEMA7A	6
PHACTR1	10
ZNF462	10
HS3ST1	3
RNF19A	10
TNNI1	11
C8orf58	6
ZNF141	2
ARRDC1	4
RFC1	2
ZNF740	6
SLC35G5	1
LSM6	9
ADAM19	7
ADGRF3	1
SNCAIP	8
CAPN12	3
SLA	12
SH2B2	6
LAMTOR4	9
SRRM1	14
KIRREL3	10
RTCA	2
RRP7BP	2
RPL7	12
MUC5B	1
CNTN6	10
SLC7A6	16
MAN2B1	4
ANKRD36BP1	3
ZNF518A	5
MRPL22	9
CTPS2	2
YWHAQ	17
RSRP1	14
UBE2E1	5
PLCXD3	8
USP40	2
AARD	23
CLMP	3
BBOX1-AS1	2
SLC44A1	10
ACVR2B-AS1	1
ATP8B1	2
MRPL37	9
SNUPN	4
C1orf52	13
PDXDC1	22
ELL	4
FANCL	5
PI15	1
SPIRE1	10
ACTR6	17
SLC31A2	7
SNX3	14
MYH10	10
PDZD7	16
GAS6	16
AKTIP	2
CLPB	2
DENND6B	2
SEC14L5	19
TCEAL9	9
RPAP2	5
TMEM161A	4
AGPAT5	5
PTPRD	10
LAMA5	3
HUS1	9
ERAL1	9
FRMPD3	3
PLEKHG2	1
TTYH2	7
IFT27	4
TGOLN2	14
SLC37A2	1
TMUB1	6
SLC12A4	3
TSPAN10	1
UBE4B	5
GAK	2
SP9	3
GRIK2	10
ALDH2	3
CHRM3	10
ZNF74	9
PPP6C	2
PROM1	3
CLCN7	2
SDAD1	2
CTNS	1
FBXO32	19
UBTD1	4
UBTD2	2
TMCO3	19
FTL	12
CNIH3	5
NDUFA11	17
THOP1	4
HEXB	16
MDGA2	10
SEC24D	19
ZNF287	6
CLSTN2	10
SEC23B	2
STAMBPL1	10
ZNF610	1
SYNE3	3
C17orf58	6
ZNF704	10
ELMO3	3
EXOC7	16
TM7SF3	5
FBXO33	5
ADAMTSL1	10
RTP1	21
KCTD17	8
C19orf81	1
PCDHGA10	22
RECQL5	4
TPPP	19
SMU1	2
PAIP2B	18
SEMA3E	10
TP53I11	3
UFSP1	6
ZNF18	4
BACE2	7
MATN1-AS1	1
ST3GAL2	2
KCNE4	3
SLC35G1	3
PTPN9	2
PPP1R8	4
GCC2	5
SETD9	9
SNX5	18
VSIG10	4
SLC15A2	3
SIRPA	19
SP1	4
ZNF354A	4
YBX1	14
SEC24B	5
TTC21B	5
HAS3	6
NAA35	5
TMBIM6	14
LGALS9	1
ZIK1	6
NKAIN4	3
NEURL1B	20
SLC3A1	1
WWC3	19
DSTN	17
SGSM3	2
GLI3	3
B3GALNT2	19
SOX11	12
USP34	10
ISY1	4
CCDC106	6
TCP10L	16
CCT5	17
LGALS1	3
VAMP2	14
WDR11	5
PGRMC2	2
TEX264	9
BFAR	4
NAA15	5
ZNF773	6
TMEM87B	2
SLC43A2	2
COX8A	17
COL16A1	7
SPOPL	5
TGFBR3	3
KCNIP4	10
PHEX-AS1	1
PCBP1-AS1	5
LSR	1
SHISA2	18
SLC30A7	2
ZNF507	2
APPBP2	5
EIF2S3	2
IMP4	9
TRIM7	3
TMEM186	9
ZNF790	4
PCDHB9	3
RAP2B	8
KCNJ14	1
XRN1	5
RPL23	12
UFM1	19
TMEM121	6
PCDH18	3
MGARP	18
UBE2G2	5
DLGAP3	19
ZNF594	2
VWA3A	20
SPCS1	17
ACBD6	5
SLC38A3	3
WSB2	17
CTSS	1
C19orf73	1
PARP8	10
SBDS	17
ACAD8	4
ALKBH4	9
CCDC154	1
C3orf62	4
TJP3	1
SRCIN1	19
TSPYL1	14
RPL35A	12
SNX14	5
STAM2	2
ZNF2	4
MYO1D	10
EFR3B	10
ST8SIA4	8
AGPAT1	6
UBN1	2
TTF1	9
ATOH7	1
B4GAT1	14
SEC23IP	2
SLFNL1	1
ZNF597	6
RPTOR	5
SOX6	10
SLC7A4	18
SAP130	2
ZC3H14	5
KDM2A	5
CDON	5
TSGA10	20
ADGRV1	10
COG5	5
IRF2BPL	6
TNFRSF13C	1
BTD	22
TBCB	17
ZNF285	6
ZNF668	1
ZNF792	6
CEBPD	13
TOR1A	6
CBLN2	10
GALNT10	7
RPL7L1	17
UBA6	5
SRSF5	14
ZNF416	9
ABCD4	16
ZNF467	1
CDC7	2
KCNIP1	8
CACNB2	10
USP10	19
RBPMS2	3
OXSM	9
MOB1A	9
GDAP1	10
ZBED4	2
NHLRC2	2
FAM76B	4
C1GALT1C1	9
SLC50A1	9
SOX5	10
GDPD1	5
STAM	2
SF3A2	6
ATP2B4	10
KCNK9	3
TTI1	2
PHF7	4
SETD7	3
CCNDBP1	17
MEAF6	17
CWC22	2
ZBED5-AS1	4
CCDC61	6
BRD8	2
PPFIA2	10
TRIM37	5
SDHB	17
CC2D1A	16
RAPGEF2	10
TBC1D17	6
DPH5	4
METAP2	17
SLC35F3	10
COL6A1	16
PSPN	6
PPIH	11
FAM221A	7
LINC00632	10
GPR155	10
ZFAND5	14
ZNF438	5
FAM43A	3
RAB40C	19
SMG6	5
PLEKHM3	5
HSF2	18
RUNX1T1	10
TTC17	5
C15orf61	6
EMBP1	1
TRADD	9
PRKCSH	7
HSCB	4
CLEC11A	15
UCHL3	4
IGSF22	1
SHISA8	8
SMYD2	10
ZNF552	4
STX8	5
DBR1	6
TNS2	3
NXPH3	3
EPB41L1	5
SREBF2	5
RPS24	12
PANK2	19
PFKL	4
ST3GAL3	5
DVL2	4
PLEKHA7	3
SLC39A11	5
ADCK2	4
CCDC8	6
COA7	9
VEGFA	3
EEF1D	12
MRPL53	15
UCK2	5
ZNF280C	6
REEP1	5
RSRC2	17
TSPYL2	14
WFIKKN1	1
ZNHIT1	9
ARMC6	6
RPRD1A	5
TMEM8B	2
EFNA4	9
METTL6	19
BMP8B	3
PGRMC1	14
TMEM80	9
TBCK	10
NLN	5
YPEL3	17
TSSC4	9
SLC25A11	9
EXTL2	16
SOX15	9
GABPB2	2
TMEM200C	8
PSENEN	15
LTBP1	7
MAD2L2	3
THNSL1	1
TUBGCP3	5
ARPP19	14
SLITRK2	3
MBP	7
TBCCD1	6
C19orf18	3
CENPI	11
DDX49	9
CBFA2T3	4
BLOC1S4	6
BTN3A2	3
INPPL1	3
KCNQ2	19
SLC35E4	4
NADK	4
ZNF844	1
ZC2HC1A	5
ANKRD31	4
ZNF117	6
ENTPD6	2
USP45	5
SIRT5	19
LPP	10
ZNF619	9
TFIP11	6
ZNF101	1
CAP2	10
BCL2L15	1
SH2B3	4
TMEM63B	2
SEZ6L2	14
SYTL2	19
RPS28	12
CTTNBP2	10
CBX3P2	1
RNF24	10
MPPED2	10
NLGN4Y	10
UBE4A	17
SYT3	1
MTURN	14
SLC37A3	19
SPATA4	1
TRAPPC9	5
PTCHD1	19
AMPD2	23
HTRA1	3
AIDA	4
USP33	5
ITGAL	1
RCN2	14
DLGAP4	5
PPARGC1A	5
LAMB1	10
NDUFA5	17
RREB1	25
DDX1	17
PCCB	2
GPR161	3
TRIM25	3
C17orf67	4
WIPI2	2
ZNF367	11
TBC1D12	7
BMP7	3
WDR25	2
PIGZ	16
MBTPS2	2
SEH1L	6
SFMBT1	2
TRIM71	3
FAM133A	3
MAPK15	3
PIK3C3	5
SATL1	2
PELO	9
MAPKAPK5-AS1	9
VPS11	6
PCGF2	6
TRNAU1AP	2
ZFC3H1	5
PIK3CA	5
RNF168	2
PRRC2C	5
DNAH12	3
CPSF1	4
OSER1	9
MDK	11
CAPRIN2	5
ZDHHC18	4
GPS2	15
SPHKAP	10
EZH2	11
ENPP1	3
DCTN2	17
VRK3	9
SGSH	6
CCDC86	9
ABCB9	19
TMEM108	10
N4BP3	6
PCNT	2
KIF5C	10
POLR3B	2
ZNF649	1
SOS1	10
UBALD2	6
ZNF583	2
TXNRD1	5
SOWAHA	8
PSMA2	4
DTWD1	5
PHLDA3	23
HNRNPA0	15
ROCK2	10
VILL	1
PDGFD	3
ZNF546	4
ZBTB48	4
RPL28	12
OTUD3	2
RALGDS	7
ACSL3	14
TMEM160	17
CDK6	10
OSTF1	2
SF3B4	9
DNAJA2	6
TMEFF2	10
SHISA5	6
NEUROD1	3
TIGD7	22
ZC3H13	5
TMC6	7
HSD17B12	16
ATP8A1	10
NUDT18	1
NEPRO	2
CKMT2-AS1	5
TUBB	14
KLHL13	8
NT5DC1	5
NDUFA4L2	3
OLA1	5
IFT43	5
KRTCAP3	1
GYG1	3
SLC19A3	3
ZNF606	4
FKBP5	7
FBXO46	4
ZNF169	4
MVK	9
RPL24	12
TRPM4	3
PRADC1	6
SCML2	3
SKIL	19
TMEM63A	7
BCL2L11	3
MEX3B	6
SPINK5	1
FKBP1B	9
RPGR	20
SAT1	10
SNRNP70	14
ZNF721	2
FH	9
GTF3C2	2
ZBTB47	6
FANK1	20
NCOA1	10
BAD	17
HES4	17
USP28	19
TMEM9B	15
MAGEE1	23
MICALL2	4
FKBP7	9
ALAS1	9
UBC	17
DDX19A	2
SPSB3	18
TCEA2	17
LMAN2L	2
FAR2	10
RPA1	2
SLC6A1	8
TRAM2	2
ZSCAN20	6
GALK2	5
SLC27A4	2
ST8SIA3	14
RPL18	12
ZNF335	4
CELSR2	19
SNX10	5
TMEM74B	4
SERPINB6	3
IFNGR2	22
REM2	1
CEP170	10
TUBB1	1
CDKN1B	6
USP46	19
TPK1	5
PDIA3	17
CCDC69	3
SLC35B2	6
GLYATL2	3
ZNF282	4
LRRK1	19
DHX57	19
RP9	6
ACTL6A	11
RPF1	9
RPGRIP1L	20
RPH3AL	3
RPIA	4
RPL10	12
TFAP2E	4
RPL12	12
SHMT1	3
GNB4	19
SIPA1L2	10
RPL13	12
RPL15	12
RPL21	12
RPL22L1	9
RPL23A	12
RPL27A	12
RPL30	12
RPL31	12
RPL36	12
MLX	9
RPL36A	12
RPL37	12
SOX12	6
MAN2B2	4
RPL41	12
RBM12B	2
RPL5	12
RPL6	12
RPL7A	12
RPL8	12
VWA5B2	16
MAOB	20
RPL9	12
RPLP2	12
RPN2	11
YY2	4
RPP14	4
RPP25	8
RPP30	2
RPP38	7
ZNF688	9
RPRM	15
RPS10	12
RPS11	12
BYSL	9
RPS16	12
SRP68	4
RPS19BP1	17
RPS20	12
RPS25	12
GTF2A2	9
RPS27	12
ZNF672	6
RPS29	12
RPS3A	12
EXOC4	10
RPS5	12
LIPE	7
RPS6KA1	3
RPS6KA2	10
RPS6KA3	5
RPS6KA4	6
RPS6KB1	2
RPS6KB2	4
RPS6KL1	16
ZCCHC17	19
RPS8	12
RPUSD2	6
RRAD	3
RRAGB	2
RRAS	3
RRBP1	3
SAMHD1	3
IMPA2	3
RRM1	11
RRM2	11
RRN3	6
TTC3	10
RRP1	9
TGIF1	3
RRP12	2
RRP15	17
RRP1B	2
CCM2L	3
RRP36	9
RRP7A	6
RRP9	9
ABLIM2	5
RRS1	18
ZNF598	1
GPATCH8	10
RSBN1	2
DNAJC3	7
RSBN1L	5
TM9SF4	2
RSL1D1	17
RSL24D1	17
RSPH3	20
RSPH4A	3
YPEL4	6
RSPH9	3
GPN3	9
RSRC1	5
RSU1	5
FAM210A	2
RTBDN	6
ARHGEF15	1
COL4A6	3
RTN3	10
RTN4	10
HTATSF1	9
RTN4IP1	2
NPIPB11	1
RTN4RL1	19
ZNF747	6
RTN4RL2	19
SYT16	10
RTP5	3
RUFY3	10
RUNDC3A	19
FAM76A	4
WDR27	2
PACSIN3	18
RUSC2	5
TNFSF4	1
SLC10A7	5
RXRG	3
RYR2	10
THAP1	9
DNAJC19	17
TINCR	3
GALNT2	10
HSPA13	14
S100PBP	8
S1PR2	1
BMI1	6
S1PR3	3
SAAL1	4
SAC3D1	6
SNCB	17
SLC38A10	4
SACM1L	5
SAE1	2
FLRT1	6
SAFB2	19
TRIM56	3
CIR1	14
SALL1	7
SALL2	6
SAMD10	9
STX1A	19
SAMD11	3
BOD1	15
SAMD12	10
SAMD15	9
SAMD3	20
SAMD4A	8
SAMD4B	7
SAMD5	10
ZNF271P	19
SAP30BP	2
SAP30L	6
RUSC1	23
SAR1A	2
ADD3	10
SARDH	3
SARM1	19
SARNP	19
HACD3	14
SAT2	14
SATB1	10
SATB2	10
SH3KBP1	5
SAXO2	2
SBF2-AS1	2
SBK1	4
SBNO1	5
OXA1L	9
SCAF11	5
SCAF4	2
SCAMP1	14
YIPF3	9
SCAMP1-AS1	1
SCAND1	15
SCAP	19
AMER2	7
SCAPER	10
SCARB1	19
SCARB2	5
SCARF2	3
MAPRE2	10
SCART1	8
ZNF25	5
NOP56	17
SCFD2	5
SCG2	14
PARG	5
HPRT1	5
SCHIP1	16
SCML4	3
TMEM184A	1
SCN11A	4
CDV3	6
SCN1A	10
SCN2B	14
TMEM54	6
SCN3A	10
SCN3B	19
SCN8A	10
SCN9A	8
ETFDH	5
SCO1	6
TGFB3	3
RSAD1	23
SCOC	17
SCPEP1	19
VASH2	3
SCRN1	14
MAP4K1	18
SCRN3	2
KCNIP2	19
SCRT1	16
SCRT2	3
SCUBE1	3
SCUBE2	3
SRGAP2B	2
SHISA7	19
SCYL3	2
DNMT3A	5
SDC2	3
SDC3	23
SDC4	3
SON	14
SDCBP	17
SDCBP2-AS1	2
SDE2	6
SDF2L1	15
SDHAF2	4
ZNF513	6
SDHAF4	9
SDHD	4
SDK2	3
AKR7A2	11
SEC11C	17
SEC13	2
SEC14L1	8
SEC14L6	3
SEC16A	2
SEC22A	5
SEC24B-AS1	2
SEC24C	6
SEC31A	5
APEX2	9
SEC31B	2
SEC61A1	6
SEC61B	17
SECISBP2	5
SECISBP2L	7
SELENOF	17
SELENOH	17
SELENOK	9
SELENOM	17
CDC42SE2	5
SELENOO	16
SELENOT	14
SEMA3A	10
SEMA3B	7
SEMA3C	10
SEMA4A	3
PPIL4	2
SEMA4C	6
SEMA4F	2
SEMA4G	3
SEMA5A	10
NRF1	5
NFIL3	6
